Todas as Informações aqui contidas são relativas ao 5 dia util de outubro de 2023. Após essa data podem ter ocorrido mudanças e deslocamentos.;;;;;;;;;;;
DAA 2023 - Amostras de Fluidos;;;;;;;;;;;
Bacia sedimentar;Código do poço (API);Nome do poço (ANP);Tipo de fluido;Profundidade topo (m);Profundidade base (m);Quantidade de amostra;Tipo de container;Volume (L);Data de conclusão do poço;Município/Estado;Depositária
SANTOS;86316027867;3-KPGL-4-SPS;PETRÓLEO;1926,00;1953,00;2;GARRAFA DE VIDRO;2,000;08/01/2015;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316028137;1-KPGL-8-SPS;PETRÓLEO;1767,00;1843,00;1;TAMBOR PLÁSTICO;5,000;16/05/2015;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316026760;1-KPGL-1D-SPS;ÓLEO;1978,29;1978,29;1;GARRAFA DE VIDRO;0,090;22/05/2019;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316026760;1-KPGL-1D-SPS;ÓLEO;1947,21;1947,21;1;GARRAFA DE VIDRO;0,060;22/05/2019;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316026957;1-KPGL-3-SPS;ÓLEO;2454,80;2454,80;1;GARRAFA PLÁSTICA;0,010;22/05/2019;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316026957;1-KPGL-3-SPS;ÓLEO;2691,50;2691,50;1;GARRAFA DE VIDRO;0,245;22/05/2019;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316026957;1-KPGL-3-SPS;ÓLEO;2773,50;2773,50;1;GARRAFA PLÁSTICA;0,872;22/05/2019;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316026957;1-KPGL-3-SPS;ÁGUA;3771,00;3771,00;2;GARRAFA PLÁSTICA;1,125;22/05/2019;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316027867;3-KPGL-4-SPS;ÓLEO;1664,00;1664,00;2;GARRAFA DE VIDRO;1,240;22/05/2019;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316027867;3-KPGL-4-SPS;ÓLEO;1705,50;1705,50;1;GARRAFA DE VIDRO;0,025;22/05/2019;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316027867;3-KPGL-4-SPS;ÓLEO;1707,50;1707,50;1;GARRAFA DE VIDRO;0,225;22/05/2019;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316027867;3-KPGL-4-SPS;ÓLEO;1751,00;1751,00;1;GARRAFA DE VIDRO;0,275;22/05/2019;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316027867;3-KPGL-4-SPS;ÓLEO;1829,00;1829,00;1;GARRAFA DE VIDRO;0,280;22/05/2019;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316027867;3-KPGL-4-SPS;ÁGUA;1913,00;1913,00;1;GARRAFA PLÁSTICA;2,000;22/05/2019;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316027867;3-KPGL-4-SPS;ÓLEO;1946,50;1946,50;1;GARRAFA DE VIDRO;0,325;22/05/2019;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316027867;3-KPGL-4-SPS;ÁGUA;2016,50;2016,50;1;GARRAFA PLÁSTICA;1,900;22/05/2019;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316027867;3-KPGL-4-SPS;ÁGUA;1790,00;1805,00;1;GARRAFA PLÁSTICA;0,050;22/05/2019;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316027867;3-KPGL-4-SPS;ÓLEO;1735,00;1753,00;2;GARRAFA DE VIDRO;1,460;22/05/2019;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316027867;3-KPGL-4-SPS;ÓLEO;1663,00;1753,00;1;GARRAFA DE VIDRO;0,500;22/05/2019;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316027867;3-KPGL-4-SPS;ÓLEO;1790,00;1805,00;2;GARRAFA DE VIDRO;1,750;22/05/2019;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316027996;3-KPGL-5DP-SPS;ÓLEO;2010,00;2010,00;2;GARRAFA DE VIDRO;1,720;22/05/2019;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316028026;3-KPGL-6DP-SPS;ÓLEO;1646,83;1646,83;2;GARRAFA DE VIDRO;1,750;22/05/2019;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316028137;1-KPGL-8-SPS;ÓLEO;1796,50;1796,50;2;GARRAFA DE VIDRO;1,420;22/05/2019;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316028137;1-KPGL-8-SPS;ÓLEO;1824,00;1824,00;1;GARRAFA DE VIDRO;0,375;22/05/2019;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316028137;1-KPGL-8-SPS;ÓLEO;1767-1806;1813-1843;1;GARRAFA DE VIDRO;0,900;22/05/2019;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316029977;9-NEO-3-SPS;ÓLEO;1862,86;1829,86;24;GARRAFA METÁLICA NÃO PRESSURIZADA;11,995;20/02/2023;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316029977;9-NEO-3-SPS;ÓLEO;1864,06;1831,06;2;GARRAFA PLÁSTICA;2,002;20/02/2023;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316029977;9-NEO-3-SPS;ÓLEO;1864,06;1831,06;4;GARRAFA METÁLICA PRESSURIZADA;1,990;20/02/2023;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316029977;9-NEO-3-SPS;ÓLEO;1870,86;1837,86;3;GARRAFA METÁLICA PRESSURIZADA;1,500;20/02/2023;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316029977;9-NEO-3-SPS;ÓLEO;1890,75;1857,75;1;GARRAFA METÁLICA PRESSURIZADA;0,470;20/02/2023;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316029977;9-NEO-3-SPS;ÁGUA;1898,25;1865,25;4;GARRAFA PLÁSTICA;4,007;20/02/2023;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316029977;9-NEO-3-SPS;ÁGUA;1898,25;1865,25;1;GARRAFA METÁLICA PRESSURIZADA;0,490;20/02/2023;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316029988;9-NEO-2D-SPS;ÓLEO;1785,65;1752,65;3;GARRAFA METÁLICA PRESSURIZADA;1,800;24/03/2023;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316029988;9-NEO-2D-SPS;ÓLEO;1853,45;1820,45;2;GARRAFA METÁLICA PRESSURIZADA;1,200;24/03/2023;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316022970;1-BRSA-607-SPS;ÓLEO;2101,00;2111,00;4;GARRAFA AMBAR;1,000;05/06/2008;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316023264;1-BRSA-658-SPS;ÓLEO;2061,00;2071,00;2;GARRAFA AMBAR;1,000;28/10/2008;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316026760;1-KPGL-1D-SPS;GÁS;918,00;3050,00;152;ISOTUBO;0,110;03/02/2013;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316026859;1-KPGL-2-SPS;GÁS;1041,00;4378,00;317;ISOTUBO;0,110;31/03/2013;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316026957;1-KPGL-3-SPS;GÁS;1197,00;4416,00;208;ISOTUBO;0,110;21/05/2013;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316026936;7-BAN-1-SPS;ÓLEO;2073,00;2113,10;4;GARRAFA AMBAR;1,000;09/06/2013;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316027867;3-KPGL-4-SPS;GÁS;1080,00;2369,00;101;ISOTUBO;0,110;08/01/2015;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316027996;3-KPGL-5DP-SPS;GÁS;1092,00;2745,00;136;ISOTUBO;0,110;27/01/2015;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316028026;3-KPGL-6DP-SPS;GÁS;1107,00;1960,00;59;ISOTUBO;0,110;22/02/2015;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316028084;3-KPGL-7-SPS;GÁS;1107,00;3170,00;180;ISOTUBO;0,110;28/03/2015;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316028137;1-KPGL-8-SPS;GÁS;1152,00;2379,00;114;ISOTUBO;0,110;16/05/2015;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316029977;9-NEO-1D-SPS;GÁS;1161,00;1593,00;25;ISOTUBO;0,110;22/02/2023;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316029977;9-NEO-1D-SPS;GÁS;1611,00;1869,00;25;ISOTUBO;0,110;22/02/2023;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316029977;9-NEO-1D-SPS;GÁS;1872,00;1977,00;25;ISOTUBO;0,110;22/02/2023;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316029977;9-NEO-1D-SPS;GÁS;1980,00;2196,00;25;ISOTUBO;0,110;22/02/2023;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316029977;9-NEO-1D-SPS;GÁS;2205,00;2340,00;25;ISOTUBO;0,110;22/02/2023;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316029977;9-NEO-1D-SPS;GÁS;2343,00;2382,00;14;ISOTUBO;0,110;22/02/2023;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316029988;9-NEO-2D-SPS;GÁS;1431,00;1656,00;25;ISOTUBO;0,110;26/03/2023;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316029988;9-NEO-2D-SPS;GÁS;1665,00;1845,00;25;ISOTUBO;0,110;26/03/2023;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316029988;9-NEO-2D-SPS;GÁS;1848,00;1914,00;25;ISOTUBO;0,110;26/03/2023;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316029988;9-NEO-2D-SPS;GÁS;1915,00;1986,00;25;ISOTUBO;0,110;26/03/2023;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316029988;9-NEO-2D-SPS;GÁS;1989,00;2061,00;25;ISOTUBO;0,110;26/03/2023;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316029988;9-NEO-2D-SPS;GÁS;2064,00;2136,00;25;ISOTUBO;0,110;26/03/2023;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316029988;9-NEO-2D-SPS;GÁS;2139,00;2211,00;25;ISOTUBO;0,110;26/03/2023;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316029988;9-NEO-2D-SPS;GÁS;2214,00;2286,00;25;ISOTUBO;0,110;26/03/2023;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316029988;9-NEO-2D-SPS;GÁS;2289,00;2357,00;24;ISOTUBO;0,110;26/03/2023;RIO DE JANEIRO/RJ;KAROON
POTIGUAR;72100021075;1-PTX-1-RN;ÁGUA;335,8;335,8;1;Garrafa Plástica;2,00;22/10/2004;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100021075;1-PTX-1-RN;ÓLEO;289,5;296,5;1;Garrafa Plástica;2,00;22/10/2004;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100021081;1-PTX-2-RN;ÁGUA ;311;311;1;Garrafa Plástica;2,00;13/10/2004;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100021081;1-PTX-2-RN;ÁGUA ;325;325;1;Garrafa Plástica;2,00;13/10/2004;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100021487;1-PTX-3-RN;ÓLEO;278,50;286,00;1;Garrafa Plástica;2,00;18/10/2005;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100021487;1-PTX-3-RN;ÓLEO;278,50;296,00;1;Garrafa Plástica;2,00;18/10/2005;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100021487;1-PTX-3-RN;ÓLEO;324,50;327,50;1;Garrafa Plástica;2,00;18/10/2005;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100021487;1-PTX-3-RN;ÁGUA ;292,00;296,00;1;Garrafa Plástica;2,00;18/10/2005;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100021487;1-PTX-3-RN;ÁGUA;295,50;295,50;1;Garrafa Plástica;2,00;18/10/2005;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100021487;1-PTX-3-RN;ÁGUA ;329,00;332,50;1;Garrafa Plástica;2,00;18/10/2005;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100021487;1-PTX-3-RN;ÁGUA ;313,00;318,50;1;Garrafa Plástica;2,00;18/10/2005;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100021501;1-PTX-4-RN;ÁGUA ;307,70;307,70;1;Garrafa Plástica;2,00;03/10/2005;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100021501;1-PTX-4-RN;ÁGUA ;332,00;332,00;1;Garrafa Plástica;1,00;03/10/2005;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100021936;1-PTX-5-RN;ÁGUA;361,00;363,00;1;Garrafa Plástica;2,00;12/09/2006;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100021936;1-PTX-5-RN;ÓLEO;338,00;343,00;1;Garrafa Plástica;1,50;12/09/2006;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100021952;1-PTX-6-RN;ÁGUA;355,64;355,64;1;Garrafa Plástica;2,00;27/08/2006;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100021964;1-PTX-7-RN;ÓLEO;315;319;1;Garrafa Plástica;2,00;20/09/2006;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100021964;1-PTX-7-RN;ÓLEO;337;342;1;Garrafa Plástica;2,00;20/09/2006;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100021964;1-PTX-7-RN;ÁGUA;362;364;1;Garrafa Plástica;2,00;20/09/2006;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100021981;1-PTX-8-RN;ÓLEO;311;314,5;1;Garrafa Plástica;2,00;12/09/2006;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100021981;1-PTX-8-RN;ÁGUA;299;300;1;Garrafa Plástica;2,00;12/09/2006;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100022264;3-PTX-9-RN;ÓLEO;314,00;318,00;1;Garrafa Plástica;2,00;14/04/2007;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100022264;3-PTX-9-RN;ÁGUA;347,00;350,00;1;Garrafa Plástica;2,00;14/04/2007;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100022284;1-PTX-10-RN;ÁGUA;323,1;323,1;1;Garrafa Plástica;2,00;22/04/2007;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100022609;1-PTX-11-RN;ÁGUA ;441,00;442,50;1;Garrafa Plástica;2,00;15/10/2007;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100022609;1-PTX-11-RN;ÁGUA ;444,50;447,00;1;Garrafa Plástica;2,00;15/10/2007;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100022609;1-PTX-11-RN;ÓLEO;473,50;477,50;1;Garrafa Plástica;2,00;15/10/2007;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100022609;1-PTX-11-RN;ÓLEO;474,00;474,00;1;Garrafa Plástica;2,00;15/10/2007;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100022609;1-PTX-11-RN;ÁGUA;408,50;408,50;1;Garrafa Plástica;2,00;15/10/2007;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100022609;1-PTX-11-RN;ÁGUA;412,50;412,50;1;Garrafa Plástica;2,00;15/10/2007;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100022609;1-PTX-11-RN;ÓLEO;480,50;480,50;1;Garrafa Plástica;2,00;15/10/2007;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100022609;1-PTX-11-RN;ÓLEO;473,50;482,50;1;Garrafa Plástica;2,00;15/10/2007;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100022609;1-PTX-11-RN;ÁGUA;476,00;477,50;1;Garrafa Plástica;2,00;15/10/2007;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100022609;1-PTX-11-RN;ÓLEO;478,50;482,50;1;Garrafa Plástica;1,00;15/10/2007;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100022615;1-PTX-12-RN;ÁGUA ;338,20;338,20;1;Garrafa Plástica;1,00;25/10/2007;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100022615;1-PTX-12-RN;ÁGUA ;340,00;340,00;1;Garrafa Plástica;1,00;25/10/2007;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100022627;1-PTX-13-RN;ÓLEO;352,50;354,50;1;Garrafa Plástica;0,50;04/11/2007;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100022627;1-PTX-13-RN;ÁGUA ;367,00;367,00;1;Garrafa Plástica;2,00;04/11/2007;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100022627;1-PTX-13-RN;ÁGUA ;390,90;390,90;1;Garrafa Plástica;1,00;04/11/2007;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100022627;1-PTX-13-RN;ÁGUA;353,20;353,20;1;Garrafa Plástica;1,30;04/11/2007;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100022627;1-PTX-13-RN;ÁGUA;361,00;362,00;1;Garrafa Plástica;1,50;04/11/2007;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023545;1-PTX-14-RN;ÁGUA;318,30;318,30;1;Garrafa Plástica;2,00;22/12/2008;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023545;1-PTX-14-RN;ÁGUA;349,70;349,70;1;Garrafa Plástica;2,00;22/12/2008;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023545;1-PTX-14-RN;ÁGUA;316,20;316,20;1;Garrafa Plástica;2,00;22/12/2008;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023565;1-PTX-15-RN;ÁGUA;358,50;358,50;1;Garrafa Plástica;0,85;30/12/2008;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023565;1-PTX-15-RN;ÁGUA;347,00;347,00;1;Garrafa Plástica;2,00;30/12/2008;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023565;1-PTX-15-RN;ÁGUA;316,30;316,30;1;Garrafa Plástica;0,70;30/12/2008;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023565;1-PTX-15-RN;ÁGUA;318,20;318,20;1;Garrafa Plástica;0,50;30/12/2008;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023571;3-PTX-16-RN;ÁGUA;306,70;306,70;1;Garrafa Plástica;2,00;07/01/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023571;3-PTX-16-RN;ÁGUA;319,00;319,00;1;Garrafa Plástica;2,00;07/01/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023571;3-PTX-16-RN;ÁGUA;349,50;349,50;1;Garrafa Plástica;2,00;07/01/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023571;3-PTX-16-RN;ÁGUA;306,80;306,80;1;Garrafa Plástica;2,00;07/01/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023642;1-PTX-17-RN;ÁGUA;348,00;348,00;1;Garrafa Plástica;0,50;28/01/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023642;1-PTX-17-RN;ÁGUA;371,00;371,00;1;Garrafa Plástica;2,00;28/01/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023642;1-PTX-17-RN;ÁGUA;347,80;347,80;1;Garrafa Plástica;1,00;28/01/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023642;1-PTX-17-RN;ÁGUA;363,00;372,00;1;Garrafa Plástica;2,00;28/01/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023667;3-PTX-18-RN;ÁGUA;362,00;362,00;1;Garrafa Plástica;2,00;04/02/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023667;3-PTX-18-RN;ÁGUA;479,20;479,20;1;Garrafa Plástica;2,00;04/02/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023692;1-PTX-19-RN;ÓLEO;484,00;488,00;1;Garrafa Plástica;2,00;15/02/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023692;1-PTX-19-RN;ÓLEO;487,00;487,00;1;Garrafa Plástica;2,00;15/02/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023692;1-PTX-19-RN;ÓLEO;489,00;489,00;1;Garrafa Plástica;2,00;15/02/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023692;1-PTX-19-RN;ÁGUA;498,00;498,00;1;Garrafa Plástica;2,00;15/02/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023692;1-PTX-19-RN;ÁGUA;372,90;372,90;1;Garrafa Plástica;2,00;15/02/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023692;1-PTX-19-RN;ÓLEO;449,40;449,40;1;Garrafa Plástica;2,00;15/02/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023692;1-PTX-19-RN;ÁGUA;493,00;493,00;1;Garrafa Plástica;2,00;15/02/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023692;1-PTX-19-RN;ÁGUA;496,80;497,80;1;Garrafa Plástica;2,00;15/02/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023692;1-PTX-19-RN;ÁGUA;497,00;499,00;1;Garrafa Plástica;2,00;15/02/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023692;1-PTX-19-RN;ÁGUA;501,50;501,50;1;Garrafa Plástica;2,00;15/02/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023692;1-PTX-19-RN;ÓLEO;458,00;459,00;1;Garrafa Plástica;1,50;15/02/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023692;1-PTX-19-RN;ÓLEO;484,00;485,50;1;Garrafa Plástica;1,00;15/02/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023718;3-PTX-20-RN;ÁGUA;313,00;313,00;1;Garrafa Plástica;0,50;26/02/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023718;3-PTX-20-RN;ÁGUA;318,00;318,00;1;Garrafa Plástica;2,00;26/02/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023718;3-PTX-20-RN;ÁGUA;333,00;333,00;1;Garrafa Plástica;0,50;26/02/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023718;3-PTX-20-RN;ÁGUA;347,80;347,80;1;Garrafa Plástica;2,00;26/02/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023773;3-PTX-21-RN;ÓLEO;332,80;332,80;1;Garrafa Plástica;0,50;21/03/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023773;3-PTX-21-RN;ÁGUA;332,00;335,00;1;Garrafa Plástica;2,00;21/03/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023773;3-PTX-21-RN;ÓLEO;315,80;315,80;1;Garrafa Plástica;2,00;21/03/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023773;3-PTX-21-RN;ÁGUA;346,50;347,50;1;Garrafa Plástica;2,00;21/03/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023773;3-PTX-21-RN;ÁGUA;314,80;318,00;1;Garrafa Plástica;0,50;21/03/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023806;3-PTX-22-RN;ÓLEO;358,00;360,00;1;Garrafa Plástica;2,00;05/04/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023806;3-PTX-22-RN;ÓLEO;441,80;441,80;1;Garrafa Plástica;2,00;05/04/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023806;3-PTX-22-RN;ÓLEO;447,20;447,20;1;Garrafa Plástica;2,00;05/04/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023806;3-PTX-22-RN;ÓLEO;473,50;473,50;1;Garrafa Plástica;1,00;05/04/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023806;3-PTX-22-RN;ÓLEO;479,00;481,00;1;Garrafa Plástica;2,00;05/04/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023806;3-PTX-22-RN;ÓLEO;473,00;475,00;1;Garrafa Plástica;2,00;05/04/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023806;3-PTX-22-RN;ÓLEO;479,60;479,60;1;Garrafa Plástica;1,50;05/04/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023806;3-PTX-22-RN;ÓLEO;441,00;442,50;1;Garrafa Plástica;2,00;05/04/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023806;3-PTX-22-RN;ÓLEO;359,20;359,20;1;Garrafa Plástica;1,50;05/04/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023806;3-PTX-22-RN;ÁGUA;405,50;405,50;1;Garrafa Plástica;2,00;05/04/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023806;3-PTX-22-RN;ÁGUA;405,00;407,00;1;Garrafa Plástica;2,00;05/04/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023806;3-PTX-22-RN;ÁGUA;416,00;418,00;1;Garrafa Plástica;2,00;05/04/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100023806;3-PTX-22-RN;ÓLEO;446,00;448,00;1;Garrafa Plástica;3,00;05/04/2009;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100025020;1-PTX-23-RN;ÁGUA;340,80;340,80;1;Garrafa Plástica;2,00;12/09/2010;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100025020;1-PTX-23-RN;ÁGUA;342,20;342,20;1;Garrafa Plástica;2,00;12/09/2010;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100025695;1-PTX-24-RN;ÁGUA;330,00;330,00;1;Garrafa Plástica;0,50;28/08/2011;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100025695;1-PTX-24-RN;ÁGUA;526,00;526,00;1;Garrafa Plástica;2,00;28/08/2011;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100025717;1-PTX-25-RN;ÁGUA;303,20;303,20;1;Garrafa Plástica;2,00;05/09/2011;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100025011;7-CLB-1-RN;ÓLEO;333,20;333,20;1;Garrafa Plástica;2,00;31/08/2010;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100025011;7-CLB-1-RN;ÁGUA;319,80;319,80;1;Garrafa Plástica;2,00;31/08/2010;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100025011;7-CLB-1-RN;ÓLEO;313,50;313,50;1;Garrafa Plástica;2,00;31/08/2010;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100025011;7-CLB-1-RN;ÓLEO;313,00;315,00;1;Garrafa Plástica;1,50;31/08/2010;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100025011;7-CLB-1-RN;ÓLEO;332,00;333,50;1;Garrafa Plástica;2,00;31/08/2010;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100025691;7-CLB-2-RN;ÁGUA;336,50;336,50;1;Garrafa Plástica;2,00;18/08/2011;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100025691;7-CLB-2-RN;ÓLEO;306,50;306,50;1;Garrafa Plástica;2,00;18/08/2011;MOSSORÓ/RN;MANDACARU
POTIGUAR;72100025691;7-CLB-2-RN;ÓLEO;316,60;316,60;1;Garrafa Plástica;2,00;18/08/2011;MOSSORÓ/RN;MANDACARU
